date,name,category,value
2020-03-12,PA,PA,22
2020-03-12,RI,RI,5
2020-03-12,SC,SC,10
2020-03-12,SD,SD,8
2020-03-12,TN,TN,18
2020-03-12,TX,TX,23
2020-03-12,UT,UT,4
2020-03-12,VA,VA,17
2020-03-12,VT,VT,2
2020-03-12,WA,WA,543
2020-03-12,WI,WI,8
2020-03-12,WV,WV,0
2020-03-12,WY,WY,1
2020-03-11,AK,AK,0
2020-03-11,AL,AL,0
2020-03-11,AR,AR,0
2020-03-11,AZ,AZ,9
2020-03-11,CA,CA,157
2020-03-11,CO,CO,28
2020-03-11,CT,CT,3
2020-03-11,DC,DC,5
2020-03-11,DE,DE,1
2020-03-11,FL,FL,28
2020-03-11,GA,GA,22
2020-03-11,HI,HI,2
2020-03-11,IA,IA,13
2020-03-11,ID,ID,0
2020-03-11,IL,IL,19
2020-03-11,IN,IN,10
2020-03-11,KS,KS,1
2020-03-11,KY,KY,8
2020-03-11,LA,LA,6
2020-03-11,MA,MA,92
2020-03-11,MD,MD,9
2020-03-11,ME,ME,0
2020-03-11,MI,MI,2
2020-03-11,MN,MN,5
2020-03-11,MO,MO,1
2020-03-11,MS,MS,0
2020-03-11,MT,MT,0
2020-03-11,NC,NC,7
2020-03-11,ND,ND,0
2020-03-11,NE,NE,5
2020-03-11,NH,NH,4
2020-03-11,NJ,NJ,24
2020-03-11,NM,NM,3
2020-03-11,NV,NV,5
2020-03-11,NY,NY,216
2020-03-11,OH,OH,4
2020-03-11,OK,OK,2
2020-03-11,OR,OR,19
2020-03-11,PA,PA,16
2020-03-11,RI,RI,5
2020-03-11,SC,SC,9
2020-03-11,SD,SD,5
2020-03-11,TN,TN,7
2020-03-11,TX,TX,21
2020-03-11,UT,UT,2
2020-03-11,VA,VA,9
2020-03-11,VT,VT,1
2020-03-11,WA,WA,474
2020-03-11,WI,WI,3
2020-03-11,WV,WV,0
2020-03-11,WY,WY,0
2020-03-10,AK,AK,0
2020-03-10,AL,AL,0
2020-03-10,AR,AR,0
2020-03-10,AZ,AZ,6
2020-03-10,CA,CA,133
2020-03-10,CO,CO,12
2020-03-10,CT,CT,2
2020-03-10,DC,DC,5
2020-03-10,DE,DE,0
2020-03-10,FL,FL,19
2020-03-10,GA,GA,17
2020-03-10,HI,HI,2
2020-03-10,IA,IA,8
2020-03-10,ID,ID,0
2020-03-10,IL,IL,19
2020-03-10,IN,IN,6
2020-03-10,KS,KS,1
2020-03-10,KY,KY,6
2020-03-10,LA,LA,1
2020-03-10,MA,MA,92
2020-03-10,MD,MD,6
2020-03-10,ME,ME,0
2020-03-10,MI,MI,0
2020-03-10,MN,MN,3
2020-03-10,MO,MO,1
2020-03-10,MS,MS,0
2020-03-10,MT,MT,0
2020-03-10,NC,NC,7
2020-03-10,ND,ND,0
2020-03-10,NE,NE,3
2020-03-10,NH,NH,4
2020-03-10,NJ,NJ,15
2020-03-10,NM,NM,0
2020-03-10,NV,NV,1
2020-03-10,NY,NY,173
2020-03-10,OH,OH,3
2020-03-10,OK,OK,2
2020-03-10,OR,OR,15
2020-03-10,PA,PA,12
2020-03-10,RI,RI,3
2020-03-10,SC,SC,7
2020-03-10,SD,SD,0
2020-03-10,TN,TN,7
2020-03-10,TX,TX,13
2020-03-10,UT,UT,2
2020-03-10,VA,VA,8
2020-03-10,VT,VT,1
2020-03-10,WA,WA,390
2020-03-10,WI,WI,2
2020-03-10,WV,WV,0
2020-03-10,WY,WY,0
2020-03-09,AK,AK,0
2020-03-09,AL,AL,0
2020-03-09,AR,AR,0
2020-03-09,AZ,AZ,5
2020-03-09,CA,CA,114
2020-03-09,CO,CO,9
2020-03-09,CT,CT,1
2020-03-09,DC,DC,1
2020-03-09,DE,DE,0
2020-03-09,FL,FL,18
2020-03-09,GA,GA,12
2020-03-09,HI,HI,2
2020-03-09,IA,IA,3
2020-03-09,ID,ID,0
2020-03-09,IL,IL,7
2020-03-09,IN,IN,2
2020-03-09,KS,KS,1
2020-03-09,KY,KY,4
2020-03-09,LA,LA,1
2020-03-09,MA,MA,41
2020-03-09,MD,MD,5
2020-03-09,ME,ME,0
2020-03-09,MI,MI,0
2020-03-09,MN,MN,2
2020-03-09,MO,MO,1
2020-03-09,MS,MS,0
2020-03-09,MT,MT,0
2020-03-09,NC,NC,2
2020-03-09,ND,ND,0
2020-03-09,NE,NE,3
2020-03-09,NH,NH,4
2020-03-09,NJ,NJ,11
2020-03-09,NM,NM,0
2020-03-09,NV,NV,1
2020-03-09,NY,NY,142
2020-03-09,OH,OH,3
2020-03-09,OK,OK,1
2020-03-09,OR,OR,14
2020-03-09,PA,PA,10
2020-03-09,RI,RI,3
2020-03-09,SC,SC,7
2020-03-09,SD,SD,0
2020-03-09,TN,TN,3
2020-03-09,TX,TX,12
2020-03-09,UT,UT,1
2020-03-09,VA,VA,3
2020-03-09,VT,VT,1
2020-03-09,WA,WA,343
2020-03-09,WI,WI,1
2020-03-09,WV,WV,0
2020-03-09,WY,WY,0
2020-03-08,AK,AK,0
2020-03-08,AL,AL,0
2020-03-08,AR,AR,0
2020-03-08,AZ,AZ,5
2020-03-08,CA,CA,88
2020-03-08,CO,CO,8
2020-03-08,CT,CT,1
2020-03-08,DC,DC,1
2020-03-08,DE,DE,0
2020-03-08,FL,FL,17
2020-03-08,GA,GA,7
2020-03-08,HI,HI,1
2020-03-08,IA,IA,0
2020-03-08,ID,ID,0
2020-03-08,IL,IL,6
2020-03-08,IN,IN,2
2020-03-08,KS,KS,1
2020-03-08,KY,KY,1
2020-03-08,LA,LA,0
2020-03-08,MA,MA,13
2020-03-08,MD,MD,3
2020-03-08,ME,ME,0
2020-03-08,MI,MI,0
2020-03-08,MN,MN,1
2020-03-08,MO,MO,1
2020-03-08,MS,MS,0
2020-03-08,MT,MT,0
2020-03-08,NC,NC,2
2020-03-08,ND,ND,0
2020-03-08,NE,NE,1
2020-03-08,NH,NH,4
2020-03-08,NJ,NJ,6
2020-03-08,NM,NM,0
2020-03-08,NV,NV,1
2020-03-08,NY,NY,105
2020-03-08,OH,OH,0
2020-03-08,OK,OK,1
2020-03-08,OR,OR,14
2020-03-08,PA,PA,6
2020-03-08,RI,RI,3
2020-03-08,SC,SC,2
2020-03-08,SD,SD,0
2020-03-08,TN,TN,3
2020-03-08,TX,TX,8
2020-03-08,UT,UT,1
2020-03-08,VA,VA,2
2020-03-08,VT,VT,1
2020-03-08,WA,WA,246
2020-03-08,WI,WI,1
2020-03-08,WV,WV,0
2020-03-08,WY,WY,0
2020-03-07,AK,AK,0
2020-03-07,AL,AL,0
2020-03-07,AR,AR,0
2020-03-07,AZ,AZ,5
2020-03-07,CA,CA,69
2020-03-07,CO,CO,8
2020-03-07,CT,CT,0
2020-03-07,DC,DC,0
2020-03-07,DE,DE,0
2020-03-07,FL,FL,14
2020-03-07,GA,GA,6
2020-03-07,HI,HI,1
2020-03-07,IA,IA,0
2020-03-07,ID,ID,0
2020-03-07,IL,IL,6
2020-03-07,IN,IN,1
2020-03-07,KS,KS,0
2020-03-07,KY,KY,1
2020-03-07,LA,LA,0
2020-03-07,MA,MA,13
2020-03-07,MD,MD,3
2020-03-07,ME,ME,0
2020-03-07,MI,MI,0
2020-03-07,MN,MN,1
2020-03-07,MO,MO,0
2020-03-07,MS,MS,0
2020-03-07,MT,MT,0
2020-03-07,NC,NC,2
2020-03-07,ND,ND,0
2020-03-07,NE,NE,1
2020-03-07,NH,NH,2
2020-03-07,NJ,NJ,4
2020-03-07,NM,NM,0
2020-03-07,NV,NV,1
2020-03-07,NY,NY,76
2020-03-07,OH,OH,0
2020-03-07,OK,OK,1
2020-03-07,OR,OR,7
2020-03-07,PA,PA,4
2020-03-07,RI,RI,2
2020-03-07,SC,SC,2
2020-03-07,SD,SD,0
2020-03-07,TN,TN,1
2020-03-07,TX,TX,8
2020-03-07,UT,UT,1
2020-03-07,VA,VA,0
2020-03-07,VT,VT,0
2020-03-07,WA,WA,181
2020-03-07,WI,WI,1
2020-03-07,WV,WV,0
2020-03-07,WY,WY,0
2020-03-06,AK,AK,0
2020-03-06,AR,AR,0
2020-03-06,AZ,AZ,3
2020-03-06,CA,CA,60
2020-03-06,CO,CO,2
2020-03-06,DC,DC,0
2020-03-06,DE,DE,0
2020-03-06,FL,FL,9
2020-03-06,GA,GA,2
2020-03-06,IA,IA,0
2020-03-06,IL,IL,5
2020-03-06,IN,IN,1
2020-03-06,KS,KS,0
2020-03-06,KY,KY,0
2020-03-06,MA,MA,8
2020-03-06,MD,MD,3
2020-03-06,MI,MI,0
2020-03-06,MN,MN,0
2020-03-06,NC,NC,2
2020-03-06,NE,NE,0
2020-03-06,NH,NH,2
2020-03-06,NJ,NJ,1
2020-03-06,NM,NM,0
2020-03-06,NV,NV,1
2020-03-06,NY,NY,33
2020-03-06,OH,OH,0
2020-03-06,OR,OR,3
2020-03-06,PA,PA,2
2020-03-06,RI,RI,3
2020-03-06,SC,SC,0
2020-03-06,TN,TN,1
2020-03-06,TX,TX,5
2020-03-06,VA,VA,0
2020-03-06,VT,VT,0
2020-03-06,WA,WA,149
2020-03-06,WI,WI,1
2020-03-06,WV,WV,0
2020-03-05,AZ,AZ,2
2020-03-05,CA,CA,53
2020-03-05,CO,CO,0
2020-03-05,DC,DC,0
2020-03-05,FL,FL,9
2020-03-05,GA,GA,2
2020-03-05,IL,IL,5
2020-03-05,MA,MA,2
2020-03-05,MD,MD,0
2020-03-05,MI,MI,0
2020-03-05,NC,NC,1
2020-03-05,NE,NE,0
2020-03-05,NH,NH,2
2020-03-05,NJ,NJ,1
2020-03-05,NV,NV,1
2020-03-05,NY,NY,22
2020-03-05,OH,OH,0
2020-03-05,OR,OR,3
2020-03-05,RI,RI,2
2020-03-05,SC,SC,0
2020-03-05,TN,TN,1
2020-03-05,TX,TX,1
2020-03-05,VA,VA,0
2020-03-05,WA,WA,96
2020-03-05,WI,WI,1
2020-03-04,AZ,AZ,2
2020-03-04,CA,CA,53
2020-03-04,FL,FL,2
2020-03-04,GA,GA,2
2020-03-04,IL,IL,4
2020-03-04,MA,MA,2
2020-03-04,NC,NC,1
2020-03-04,NH,NH,2
2020-03-04,NY,NY,6
2020-03-04,OR,OR,3
2020-03-04,RI,RI,2
2020-03-04,SC,SC,0
2020-03-04,TX,TX,1
2020-03-04,WA,WA,76
2020-03-04,WI,WI,1
2020-03-03,RI,RI,2
2020-03-03,WA,WA,58
2020-03-02,RI,RI,1
2020-03-02,WA,WA,34
2020-03-01,RI,RI,1
2020-03-01,WA,WA,30
2020-02-29,WA,WA,18
2020-02-28,WA,WA,9
